rainfall_mm_24h,soil_moisture_pct,slope_deg,temperature_c,landslide_occurred
140.7,34.3,7.3,30.0,0
198.6,77.8,56.2,30.9,1
76.2,62.8,55.5,18.0,1
76.4,19.7,25.6,11.8,0
73.3,26.9,26.4,31.2,0
42.7,39.7,51.4,22.8,0
75.6,38.4,32.8,22.5,0
69.3,47.3,8.8,20.6,1
66.3,35.3,8.7,15.2,0
65.5,29.4,9.6,17.5,0
29.5,24.7,47.3,24.1,0
162.2,32.0,36.9,17.3,1
50.2,18.8,19.4,22.6,0
206.0,82.9,11.4,20.1,1
35.6,43.2,9.2,13.7,0
237.4,96.2,45.0,29.7,1
60.5,40.4,53.4,23.6,0
150.1,30.4,32.8,22.0,0
88.5,34.5,46.8,23.3,0
25.8,42.3,18.4,9.2,0
27.1,46.3,36.0,17.0,1
46.8,48.1,27.4,10.8,0
57.8,31.6,7.1,20.7,0
78.0,23.8,30.3,22.0,0
102.8,45.2,51.1,20.8,0
70.5,37.8,5.0,27.1,0
98.9,63.5,29.7,11.0,0
110.7,50.4,52.6,15.2,1
68.1,37.2,47.8,22.5,0
127.0,52.6,30.6,21.6,1
147.1,61.6,11.9,12.1,1
112.7,55.7,51.2,27.2,1
117.3,40.6,10.9,29.3,0
92.6,30.5,18.1,22.6,1
171.8,79.4,9.2,10.9,0
79.4,20.2,28.6,21.0,1
47.5,51.5,38.5,22.0,1
81.2,17.4,50.0,18.4,1
26.2,19.5,28.8,28.1,0
23.3,37.5,58.3,19.3,0
147.6,56.9,36.6,32.6,1
208.2,56.3,37.1,24.7,1
62.0,40.6,12.2,21.7,0
148.5,57.9,13.0,25.5,1
12.1,20.4,35.4,29.2,0
113.0,40.8,43.8,25.4,0
79.6,39.5,13.9,19.5,0
230.9,70.7,30.1,16.0,1
71.5,67.1,22.7,13.3,1
33.2,25.4,27.4,5.4,0
20.2,20.6,14.9,21.0,0
81.1,33.8,10.2,17.7,0
92.5,64.4,20.6,18.0,0
68.2,17.4,52.4,26.2,1
150.8,62.0,48.7,19.3,1
193.5,65.5,7.9,31.4,1
61.5,18.3,7.1,16.6,0
14.8,13.9,30.6,14.2,0
99.3,48.6,18.1,12.5,1
174.1,53.2,49.8,24.3,1
61.7,38.5,30.2,26.9,0
117.3,70.1,51.5,16.4,1
31.1,29.8,8.3,13.6,0
97.5,26.9,58.3,29.2,1
118.8,39.5,46.5,11.3,0
99.5,41.5,44.4,26.1,1
271.0,83.5,56.5,16.6,1
206.6,73.5,29.3,22.4,1
132.3,56.8,10.6,26.5,1
163.3,81.6,30.8,22.9,1
97.1,44.2,49.3,18.2,1
77.0,25.4,51.9,28.4,1
56.6,48.0,30.3,21.7,0
30.5,42.8,44.5,42.1,0
212.9,76.0,16.3,9.8,1
277.9,86.5,15.4,9.7,1
82.6,48.1,36.0,26.0,0
83.6,38.4,26.5,19.8,0
122.2,25.9,11.3,24.8,0
71.7,44.7,46.2,13.4,1
34.1,39.2,32.9,20.3,0
25.5,43.7,32.2,22.7,0
271.6,79.1,13.0,16.7,1
17.1,27.0,16.0,21.4,0
102.2,48.5,42.2,11.8,1
19.5,25.9,51.4,22.4,0
74.4,40.0,12.3,28.7,0
61.2,35.8,49.1,12.6,0
22.8,28.3,47.7,12.2,0
125.2,60.2,49.3,27.1,0
32.0,42.6,35.7,12.1,0
20.0,15.9,22.4,25.0,0
134.9,51.7,46.7,20.3,0
61.4,30.3,29.8,17.5,1
43.3,24.0,14.9,28.8,0
140.6,35.8,25.3,25.6,1
30.5,27.9,28.5,21.7,1
15.2,29.6,31.3,7.1,0
185.0,64.4,54.1,24.3,1
247.2,81.7,25.8,13.6,1
72.9,43.3,18.5,18.7,0
72.2,55.0,57.8,20.0,0
146.2,51.5,16.0,31.4,1
172.8,49.1,2.6,18.5,0
33.8,27.4,51.3,11.5,0
63.8,58.6,57.4,28.8,1
96.6,30.2,41.6,24.4,0
140.4,62.9,25.6,24.6,1
130.4,66.5,33.5,28.9,1
116.2,20.7,50.3,30.3,0
172.5,68.0,53.3,14.6,0
76.9,46.5,7.9,11.7,0
214.2,70.3,52.3,25.1,1
51.6,25.1,37.8,18.4,1
131.8,45.9,3.9,19.0,0
57.8,30.5,8.3,13.3,0
73.7,34.8,4.6,23.5,0
82.7,34.8,57.0,22.4,1
55.2,29.7,26.7,19.1,0
177.6,78.7,43.5,11.7,1
60.1,20.4,2.1,27.3,0
79.6,18.9,48.0,21.5,0
121.3,64.8,30.0,26.7,1
349.1,100.0,55.6,7.4,1
124.4,46.4,32.2,20.3,0
84.9,39.9,47.8,15.7,0
12.5,25.6,38.5,20.2,0
72.3,31.8,32.2,25.7,1
47.6,38.0,57.0,22.2,0
63.2,24.2,30.7,20.1,0
56.9,30.6,53.8,20.1,0
120.4,23.5,4.1,10.6,0
71.1,51.8,40.1,14.6,1
38.6,27.5,54.9,26.7,0
150.4,65.6,54.2,17.0,1
27.7,32.6,30.1,26.8,1
82.1,47.1,29.4,25.0,0
72.7,38.1,49.0,25.3,0
104.4,50.8,21.4,22.0,1
173.7,51.9,56.4,17.4,1
383.6,100.0,16.5,19.1,1
84.9,40.0,6.3,23.8,0
47.0,23.6,46.8,7.2,0
43.3,47.9,25.5,27.5,0
43.1,35.3,22.6,17.0,0
101.7,36.8,20.6,19.5,0
9.5,19.1,58.9,19.5,1
26.1,28.1,35.2,19.8,0
101.7,44.6,59.5,12.1,1
155.5,62.1,21.9,20.9,0
156.1,59.8,26.0,23.6,0
87.9,25.3,14.3,7.7,0
142.1,29.7,27.0,12.2,0
175.7,59.4,5.6,25.4,0
59.4,41.6,2.0,24.3,0
163.9,56.6,28.3,21.8,1
18.4,39.4,45.3,15.9,1
25.5,25.8,27.3,24.3,0
62.2,51.8,32.0,12.8,0
16.0,37.8,27.8,19.2,0
121.8,63.1,32.6,12.2,1
52.5,18.7,47.0,19.0,0
73.2,38.5,48.6,13.8,0
75.3,53.5,50.6,24.5,0
61.0,38.5,14.3,22.6,0
42.9,37.4,28.6,16.6,0
117.7,32.8,50.2,26.5,1
51.6,55.9,56.6,14.3,1
74.6,29.1,33.5,19.8,1
105.1,22.4,30.6,16.3,0
174.8,59.5,46.3,24.5,1
165.6,32.0,59.5,23.9,0
55.4,20.8,26.7,27.8,0
41.0,61.0,11.6,20.5,0
198.9,65.2,50.4,2.2,1
51.4,15.7,43.2,17.4,0
114.4,48.9,10.4,29.4,0
15.1,13.0,20.8,18.1,0
9.2,32.7,34.1,8.5,0
84.8,30.5,44.4,22.7,0
67.1,40.0,47.3,23.1,0
135.5,40.1,11.0,15.6,1
43.3,62.0,14.6,18.5,0
99.5,50.9,45.2,14.9,1
130.6,50.9,8.7,23.1,0
44.8,27.7,30.9,20.3,0
62.1,28.9,33.7,13.0,0
30.4,18.5,21.7,19.9,0
138.9,45.3,48.2,15.6,0
118.8,69.8,5.2,28.8,0
125.1,44.6,47.1,25.4,1
66.9,11.2,39.5,19.3,0
117.4,35.4,31.4,20.5,0
71.5,49.0,52.6,26.1,0
221.5,72.3,13.7,19.0,1
79.8,38.4,48.4,24.6,0
159.2,73.8,12.9,28.9,0
67.1,27.5,59.4,17.1,0
191.3,75.4,3.9,29.9,0
40.9,22.2,34.1,28.1,0
108.7,54.1,11.7,21.5,1
48.0,27.3,25.7,17.3,0
96.5,41.2,10.6,21.4,0
51.6,42.7,13.2,18.5,1
79.6,48.9,5.5,15.2,0
57.8,32.5,2.5,23.2,0
127.4,46.2,43.7,13.9,0
111.9,67.2,28.3,18.0,1
46.6,38.7,4.6,18.0,0
45.5,26.7,56.5,11.8,0
38.0,21.7,40.6,24.0,0
31.7,40.2,17.3,18.6,0
133.4,54.7,27.4,27.8,1
36.1,27.1,30.4,18.5,0
102.4,47.0,35.1,17.6,0
53.9,37.5,51.7,14.6,0
156.1,58.3,36.2,20.2,1
257.1,98.7,58.8,20.3,1
2.0,35.6,44.2,24.5,0
40.5,36.5,59.3,20.4,0
53.2,49.8,33.9,32.6,0
68.6,37.3,41.4,22.7,0
65.4,44.6,44.8,14.1,0
25.1,38.3,45.8,13.6,0
260.5,97.4,3.4,23.2,1
67.3,47.8,9.4,13.9,0
111.6,55.5,15.2,23.6,0
114.0,72.0,17.7,25.4,0
19.9,18.5,54.5,25.5,1
60.5,33.3,43.9,14.8,1
133.4,50.8,10.3,25.5,0
199.5,65.5,26.7,21.9,1
61.5,11.5,16.1,16.4,0
23.8,42.4,50.1,19.0,0
49.6,20.1,55.2,22.8,1
59.4,36.9,11.5,16.0,0
57.7,17.4,26.2,21.8,0
38.0,36.9,57.3,28.7,1
21.4,15.9,40.1,25.8,0
30.1,13.9,52.3,20.5,0
50.0,34.8,22.7,21.4,0
131.9,44.6,14.2,16.8,1
167.6,55.0,42.1,16.9,0
86.2,43.6,10.0,10.8,0
30.9,37.3,50.7,21.5,0
52.3,23.3,45.8,24.1,0
9.7,10.5,19.7,19.6,0
202.0,70.8,30.9,14.7,1
45.9,37.9,48.4,20.4,0
105.0,63.8,56.2,28.1,0
159.7,47.1,22.4,25.4,1
239.6,76.1,47.8,19.8,1
142.0,69.6,13.3,32.3,0
57.4,58.0,54.4,36.2,0
115.2,36.9,41.8,17.1,0
233.9,69.6,10.9,18.5,1
45.5,36.0,44.9,24.2,0
20.3,18.1,44.0,14.5,1
38.3,20.5,45.1,25.1,0
109.8,50.4,22.0,20.6,0
58.5,53.2,44.9,22.2,0
74.1,22.8,49.9,16.5,0
123.1,68.8,22.1,15.3,0
37.5,22.5,14.1,8.1,0
71.3,42.0,53.5,28.9,1
51.6,52.0,38.0,25.6,0
227.7,80.8,28.7,24.0,1
139.0,51.2,53.0,22.1,0
58.9,43.3,9.9,6.2,0
56.3,32.0,49.0,15.5,1
244.8,87.5,30.5,18.5,1
231.8,75.5,4.5,13.5,1
109.3,57.7,58.4,9.8,1
76.7,22.5,47.1,14.1,1
25.6,14.2,14.5,20.3,0
38.6,12.7,55.6,20.3,1
23.7,25.3,56.3,25.4,0
164.1,42.7,48.4,32.4,1
25.9,18.2,9.4,24.1,0
55.7,20.6,12.8,18.9,0
12.1,40.8,45.7,30.8,0
18.3,12.7,55.0,10.5,0
127.1,36.3,14.5,7.5,1
97.6,47.4,28.7,14.7,0
78.9,60.0,11.0,24.9,1
56.5,32.7,29.7,21.0,0
15.9,23.5,39.3,13.2,0
50.6,48.1,3.1,15.6,0
68.1,47.6,39.3,12.6,1
121.1,55.4,39.1,12.6,0
158.0,52.5,28.4,29.3,0
129.9,57.9,53.9,19.1,1
97.2,28.0,9.8,30.6,0
77.9,32.0,5.0,14.7,0
90.3,59.8,30.8,22.9,0
47.8,47.6,32.9,21.4,0
83.1,46.0,17.5,25.3,0
67.8,13.8,57.8,21.5,0
310.5,83.1,16.7,25.9,1
92.0,34.8,17.7,23.3,0
8.8,20.1,49.0,13.5,0
54.1,18.5,55.5,24.4,0
62.1,32.6,33.1,19.4,1
142.2,76.8,3.1,15.3,1
100.7,50.0,22.6,24.2,0
97.1,46.9,15.0,25.5,0
187.5,54.7,31.6,17.1,1
232.5,58.5,41.6,17.9,1
127.0,37.0,24.8,11.7,0
57.5,14.2,33.2,9.2,0
58.9,35.6,46.1,18.5,1
171.6,67.5,16.3,24.8,1
58.8,23.1,13.4,16.6,0
74.0,40.3,48.7,28.6,1
53.2,50.9,4.1,18.8,0
30.4,51.1,10.7,18.8,0
294.8,100.0,2.7,18.3,1
74.4,36.5,34.2,25.9,0
205.5,80.2,36.8,14.2,1
59.4,51.1,32.8,19.2,0
45.9,7.4,26.0,16.7,0
119.5,67.7,32.7,16.6,0
157.5,52.8,13.2,20.2,0
164.5,54.7,49.9,19.3,1
67.4,32.6,58.9,26.3,0
128.4,55.9,33.4,19.9,1
50.1,19.2,23.7,23.3,0
82.3,37.1,47.9,21.0,0
62.4,41.9,13.2,28.4,1
55.1,36.4,20.6,18.2,0
84.8,45.8,56.5,18.2,1
29.6,23.5,12.8,24.5,0
148.8,65.5,8.5,18.1,1
55.3,46.5,33.7,23.0,0
144.1,68.0,36.1,34.0,1
35.7,34.0,36.6,14.1,1
55.1,45.0,11.5,29.2,0
29.6,37.8,43.8,17.0,0
28.5,59.3,16.1,28.0,0
40.0,44.6,57.0,24.1,0
36.2,28.0,15.2,23.6,0
29.8,16.5,3.0,19.1,0
78.1,36.4,34.9,18.5,1
117.9,45.5,13.8,15.7,0
122.3,56.7,38.5,20.0,0
14.6,15.2,15.3,18.9,0
62.1,49.8,26.8,21.1,0
57.3,17.6,12.4,11.5,0
189.7,47.8,26.9,20.1,0
64.0,34.4,9.9,27.6,0
73.3,28.2,21.6,25.7,0
20.8,10.1,13.5,20.1,0
39.1,22.1,49.3,35.4,0
19.5,15.7,44.3,16.5,0
81.9,40.6,11.7,19.5,0
193.7,61.0,6.8,11.3,0
40.2,23.6,3.5,17.6,0
64.4,36.0,15.1,30.7,0
36.4,41.3,29.9,17.8,1
46.9,49.4,25.2,10.8,0
83.2,42.6,58.3,25.2,1
255.6,86.6,48.0,22.3,1
187.4,64.7,6.5,25.0,0
224.6,81.9,11.2,18.2,1
144.9,60.9,3.5,14.0,1
63.7,51.8,10.0,18.9,0
57.0,11.6,32.7,23.3,0
40.5,27.3,6.5,19.6,0
62.9,39.8,5.5,22.3,0
195.6,68.6,8.9,16.8,0
194.1,57.3,40.8,22.6,1
318.3,84.0,3.1,20.0,1
87.8,51.6,58.2,15.8,1
25.5,17.3,24.1,20.8,0
112.5,27.1,21.5,17.7,1
257.4,94.6,29.5,23.7,1
212.8,78.7,32.0,25.2,1
51.9,31.6,26.4,23.0,1
27.9,16.0,30.2,10.2,0
27.2,25.4,21.7,14.2,0
42.7,45.3,20.7,16.2,0
48.3,12.7,3.6,15.2,0
60.0,16.2,41.0,16.7,0
123.2,43.3,37.8,25.6,0
58.4,34.3,40.8,24.2,0
79.5,33.9,56.6,17.5,0
18.1,32.2,29.4,23.6,0
40.5,43.2,53.1,22.0,0
38.9,33.1,27.7,19.8,0
15.1,30.5,29.7,26.9,0
57.2,37.6,38.7,16.0,0
18.3,24.7,14.5,20.3,0
54.0,18.0,14.6,13.7,0
84.2,28.7,31.6,14.0,1
197.8,53.2,6.0,11.8,1
37.2,27.5,15.7,14.1,0
82.4,43.4,48.0,20.5,0
45.2,13.9,28.9,18.2,0
17.2,25.2,3.5,18.4,0
199.3,59.3,5.5,18.2,0
87.0,28.9,55.3,30.6,1
108.4,39.6,57.5,13.2,1
221.1,61.8,39.2,12.5,1
53.8,40.7,12.7,14.9,0
24.3,24.1,23.3,19.6,0
36.7,39.0,19.7,23.1,0
22.2,20.2,47.5,23.7,0
163.6,56.0,33.2,25.7,0
264.0,100.0,47.2,19.4,1
83.5,21.4,22.9,17.6,0
125.6,66.8,52.4,29.8,1
149.1,77.1,26.9,3.3,0
230.9,86.9,26.2,20.4,1
256.8,80.2,30.4,22.6,1
11.4,40.0,36.3,31.2,0
46.3,27.7,53.9,10.0,1
76.6,30.7,28.5,17.5,0
41.7,25.8,55.9,11.9,1
61.2,28.5,24.8,9.2,1
103.5,34.5,20.8,18.8,1
101.5,58.7,19.1,25.0,0
145.8,47.2,3.2,27.2,0
77.9,39.1,51.3,16.8,0
5.2,5.0,6.6,24.0,0
57.2,34.7,21.4,18.8,0
96.3,30.2,16.5,23.3,0
153.0,44.1,45.2,26.9,0
138.2,53.3,56.1,18.8,1
70.0,50.2,49.4,26.5,1
43.8,36.2,20.6,12.7,0
72.6,44.3,28.4,23.9,0
13.5,21.8,16.3,26.2,0
47.5,27.8,55.6,25.6,1
172.5,72.6,8.9,12.9,0
72.4,31.3,57.2,18.8,0
99.3,54.8,49.2,21.8,1
21.2,40.1,43.3,22.7,0
152.3,48.0,46.9,20.7,0
67.3,28.5,21.7,28.6,0
96.9,37.7,19.2,12.2,0
112.6,30.5,24.1,18.6,0
148.5,51.5,12.5,9.9,0
86.3,57.2,45.3,23.7,1
68.5,24.6,29.6,23.3,0
26.2,42.5,53.4,40.1,0
19.3,19.6,52.9,26.2,0
85.1,66.6,11.0,22.0,1
97.3,36.2,14.7,21.5,0
109.2,45.6,25.8,18.1,0
37.4,18.4,8.9,20.8,0
47.9,23.7,42.0,21.7,0
83.9,57.0,44.8,8.2,1
53.0,38.9,43.8,21.2,0
335.4,100.0,29.3,20.6,1
47.0,16.0,50.9,30.5,1
102.2,53.4,37.1,19.2,0
135.4,42.2,59.6,15.4,0
141.2,39.2,49.3,21.6,1
52.2,35.9,43.9,20.4,0
113.0,51.0,9.2,19.2,0
103.2,46.4,50.3,12.3,1
116.4,57.7,19.7,19.1,0
83.1,51.3,26.3,16.5,0
136.1,71.6,28.8,18.7,1
90.6,28.4,21.2,24.4,0
23.3,43.8,8.3,16.0,0
88.6,64.7,13.6,18.7,0
96.4,39.7,48.6,23.2,0
129.5,32.4,39.8,18.4,0
85.1,24.7,56.7,35.7,1
234.5,73.1,49.6,21.5,1
70.4,61.8,25.3,12.5,0
50.1,32.7,47.6,15.0,0
187.8,59.5,35.4,14.4,1
68.9,29.0,18.6,15.0,1
79.4,24.0,58.6,23.2,1
96.4,54.6,55.9,13.4,0
90.6,41.6,8.5,18.0,0
115.8,74.1,50.7,26.9,0
124.3,58.6,6.5,16.9,0
46.4,41.6,55.9,24.0,0
28.4,24.2,38.2,9.9,0
31.6,14.8,11.7,17.8,0
174.1,53.0,49.4,14.7,1
64.6,19.7,31.9,21.8,0
134.5,64.6,5.5,13.8,0
126.6,47.0,48.3,32.4,0
79.4,51.3,47.7,10.2,0
36.9,30.9,30.0,26.8,0
128.8,48.7,44.4,25.3,1
77.3,25.3,4.3,21.9,0
26.7,30.3,20.5,20.3,0
53.4,30.7,41.0,31.1,0
17.7,35.3,15.4,34.8,0
55.4,25.3,28.1,18.8,0
82.5,48.0,56.1,20.9,0
71.3,57.5,50.0,16.7,0
64.9,39.5,34.4,13.0,0
81.8,49.9,35.4,22.8,0
110.9,54.6,53.4,21.5,1
142.0,78.3,52.1,10.3,0
155.2,63.3,7.1,22.7,0
42.1,38.9,29.0,21.7,0
165.6,61.0,13.1,16.4,1
77.4,30.1,6.8,16.0,0
59.4,20.4,19.0,22.5,0
32.5,43.3,37.4,29.7,0
105.5,34.3,48.1,22.4,1
102.6,54.6,54.9,24.7,1
49.5,37.4,26.5,15.0,0
50.7,43.7,26.5,17.5,0
69.3,31.1,10.9,23.6,0
58.6,25.2,13.3,11.8,0
40.5,34.7,7.9,21.2,0
29.3,23.8,58.6,23.0,1
166.9,46.9,9.4,19.8,0
53.1,56.5,45.9,21.9,1
102.2,36.1,20.4,20.3,0
116.8,37.3,33.2,16.3,1
105.9,43.6,52.6,12.9,1
121.2,65.3,56.3,19.5,1
105.0,20.3,15.9,27.8,0
45.7,45.5,54.9,26.1,0
61.2,24.4,16.6,17.9,0
163.9,64.1,48.7,17.8,1
51.9,24.9,2.9,17.4,0
77.5,63.3,33.0,17.4,0
111.2,49.3,44.1,21.7,1
204.7,62.7,50.7,26.3,1
154.1,54.9,50.8,33.6,1
35.6,30.0,19.3,15.0,0
99.9,47.1,51.5,23.9,0
91.8,48.2,20.8,23.3,0
61.6,35.4,15.6,18.0,0
79.2,23.3,2.1,13.8,0
45.3,27.2,15.7,21.7,0
68.3,44.4,8.9,32.7,0
52.3,25.0,41.1,21.6,0
83.7,49.0,10.4,15.3,0
59.9,35.4,36.0,19.1,0
215.0,71.1,9.3,13.2,0
85.7,55.8,42.9,20.1,0
74.1,17.7,18.6,24.1,0
65.6,28.3,19.9,15.8,0
60.0,49.8,39.1,0.5,0
26.7,48.6,56.5,21.7,0
134.3,81.0,59.5,17.0,1
188.0,67.6,22.7,15.5,0
51.6,38.4,56.9,15.4,0
163.3,70.6,37.5,22.4,1
333.2,100.0,54.6,17.6,1
257.9,88.2,3.6,25.6,1
182.5,76.7,3.9,25.7,0
29.9,33.0,6.3,18.4,0
29.6,33.7,48.7,16.9,1
120.8,39.2,10.0,20.8,1
78.1,35.6,12.2,19.1,0
10.6,16.4,36.0,9.5,0
56.5,19.9,57.5,31.5,0
117.1,29.5,34.9,24.3,0
69.1,32.2,44.5,17.2,1
78.4,36.4,12.9,8.5,0
29.5,28.6,55.0,18.9,0
55.9,40.6,5.2,16.5,0
121.2,52.5,18.4,19.6,0
53.8,30.4,28.3,7.0,0
172.1,52.0,15.1,17.2,0
79.7,50.4,40.5,17.5,0
105.2,45.1,41.4,18.8,1
119.3,44.6,14.3,18.6,1
116.0,46.8,2.5,20.3,0
34.7,19.9,6.3,29.1,0
40.2,23.7,2.0,16.9,0
10.3,15.8,54.5,14.5,0
61.1,31.8,38.1,9.6,0
37.7,37.3,10.0,16.9,0
52.5,38.0,7.4,11.6,0
66.0,55.1,49.4,25.8,1
87.4,56.4,49.0,19.4,1
69.9,60.9,55.8,25.6,0
68.9,43.9,11.2,28.8,0
99.5,51.4,32.3,14.8,0
75.9,33.1,9.0,17.9,1
141.0,65.2,48.1,28.0,1
76.0,31.1,25.9,21.1,0
205.6,53.7,42.4,23.1,1
33.5,46.7,3.8,26.2,0
60.2,20.1,47.1,25.4,0
46.0,36.8,15.3,22.5,1
89.9,31.9,50.9,28.4,1
33.5,41.9,12.8,19.6,0
21.4,40.5,47.8,23.1,1
39.2,36.2,9.8,18.9,0
22.9,40.7,40.5,26.1,0
66.7,36.8,47.2,15.8,0
87.3,68.6,24.4,9.9,0
18.4,33.6,16.2,23.9,0
57.4,23.5,22.0,13.9,0
153.9,59.3,19.2,13.3,1
184.1,64.2,38.7,27.6,1
127.8,48.9,4.6,25.8,1
6.2,5.0,4.4,17.9,0
81.7,45.1,18.7,1.7,0
165.9,44.9,18.1,23.2,1
53.0,5.0,12.3,24.0,0
27.1,22.7,43.6,23.1,0
157.7,50.4,3.4,22.8,0
173.3,53.0,55.6,18.9,1
75.5,5.0,45.9,17.5,0
27.4,16.6,25.4,13.4,0
16.2,22.0,51.8,15.8,0
96.4,36.5,37.9,21.9,1
46.3,36.2,35.1,22.0,1
72.0,54.7,20.2,24.7,0
66.4,42.8,40.5,11.6,0
37.5,41.7,10.1,10.0,0
15.3,37.1,32.4,17.7,0
54.1,21.3,8.7,13.9,0
84.0,46.3,27.8,21.1,1
86.9,53.7,37.7,12.1,0
43.9,25.8,11.0,27.1,0
171.0,53.3,14.9,15.1,0
29.9,33.8,49.2,29.6,0
145.8,38.7,16.8,23.1,0
82.1,27.5,7.5,13.7,0
54.4,25.6,21.2,32.6,0
105.4,51.8,56.2,21.6,0
63.4,38.5,42.2,21.0,0
21.2,37.7,35.4,19.6,0
28.0,15.9,50.7,22.8,0
60.4,23.4,40.3,23.2,0
48.9,38.5,49.0,14.8,0
143.6,46.3,40.1,18.7,1
47.2,24.5,52.1,20.7,0
44.9,8.9,38.2,23.5,0
40.2,33.5,17.4,23.6,0
37.4,47.9,4.4,21.0,0
38.5,17.3,8.1,16.7,0
24.3,38.3,31.7,16.4,0
84.6,40.4,58.4,12.9,1
67.5,15.7,46.0,23.6,0
65.4,25.6,47.0,16.3,0
17.2,12.8,40.5,18.8,0
99.1,41.0,54.4,21.4,1
106.2,51.6,44.7,20.0,1
199.1,92.0,17.0,20.0,1
102.2,28.4,31.0,14.6,0
225.7,70.6,25.5,21.6,1
43.1,20.0,11.6,18.1,0
206.2,56.3,14.9,19.5,1
104.5,47.3,18.5,26.9,0
95.5,43.9,12.1,23.0,0
64.2,14.3,14.6,16.6,0
54.3,33.8,55.2,19.1,0
45.8,17.0,21.9,29.6,0
210.8,72.8,50.0,18.2,1
62.6,50.9,5.7,20.2,0
105.8,52.0,58.9,24.0,1
122.2,52.7,46.4,21.3,0
121.1,43.9,54.6,17.8,0
84.9,42.0,32.5,15.5,1
203.7,77.7,38.8,19.9,1
100.1,50.6,22.9,23.9,1
44.9,30.0,27.1,27.9,0
56.3,36.7,45.5,11.2,1
18.2,8.7,4.9,30.6,0
91.6,34.1,4.1,18.3,0
112.0,56.5,52.7,25.5,1
118.8,59.8,8.4,15.6,1
104.5,47.3,43.8,10.3,0
64.4,53.8,13.6,12.1,1
73.7,44.5,23.2,18.0,0
73.9,35.7,19.0,23.1,0
143.9,41.3,30.4,20.2,1
11.7,40.2,49.9,18.5,1
51.4,42.1,52.8,26.7,1
31.5,49.5,14.9,20.0,0
258.4,100.0,21.6,21.7,1
163.2,45.4,50.5,38.7,1
53.1,17.9,7.2,20.0,0
22.0,5.0,8.8,15.8,0
28.0,38.0,29.8,22.9,0
142.6,63.5,47.8,24.4,1
17.6,25.6,21.5,21.8,0
74.6,23.9,6.0,20.9,0
127.3,50.8,58.1,28.9,1
25.6,28.6,56.5,28.1,1
74.0,47.9,39.8,19.3,0
53.8,36.7,41.5,16.1,0
48.5,40.1,56.2,22.6,0
42.1,29.0,39.3,16.1,0
134.5,67.8,47.7,25.3,1
186.4,74.2,28.9,22.5,1
60.6,20.9,15.2,36.0,0
95.8,60.6,50.3,28.8,0
75.3,53.5,41.7,13.5,0
13.5,29.0,18.8,16.9,0
58.7,38.1,38.1,8.5,0
10.8,42.6,49.4,7.2,0
50.3,13.0,17.7,20.7,0
72.5,53.0,46.6,12.8,0
120.4,44.4,6.2,29.8,0
89.8,55.6,38.2,26.9,1
136.8,55.7,59.9,18.4,1
36.6,14.2,52.2,18.0,0
171.1,56.8,52.8,28.9,1
186.5,78.9,41.5,30.3,1
10.2,20.0,28.7,14.4,0
16.6,16.7,41.3,13.6,0
71.2,30.3,20.6,18.2,1
47.4,39.6,34.1,22.6,0
53.5,54.4,33.3,16.9,0
89.2,16.6,33.5,22.7,0
140.5,88.7,25.9,31.7,0
35.0,31.2,22.5,11.6,1
156.4,66.1,21.2,17.3,0
41.5,25.1,15.0,11.7,0
281.1,90.2,27.4,15.0,0
171.9,65.3,8.8,18.2,0
45.0,18.7,54.3,15.6,0
22.4,15.9,6.0,23.1,0
44.2,45.3,50.6,20.9,0
39.3,11.2,16.0,21.8,0
110.4,52.9,51.5,18.2,1
10.5,18.2,43.8,18.7,1
16.8,12.7,55.4,17.9,0
108.2,70.7,52.5,18.5,1
37.9,18.0,42.7,22.5,0
50.9,19.2,10.8,8.5,0
126.9,49.5,33.8,21.7,1
144.7,47.0,21.7,14.8,0
166.5,61.7,53.4,18.0,1
119.7,51.8,52.6,10.6,0
62.7,38.5,20.2,17.8,0
58.8,33.2,41.0,21.7,0
53.6,25.0,21.6,22.7,0
25.7,34.1,41.3,12.9,0
33.8,27.1,37.6,22.5,0
152.3,52.1,31.6,26.8,0
41.2,48.1,52.9,17.0,1
25.9,25.0,16.3,20.0,0
160.8,73.3,48.3,7.6,0
85.4,56.1,42.0,14.6,0
213.8,88.9,18.3,21.6,1
199.1,78.1,26.5,25.7,1
28.0,27.0,6.0,16.4,0
67.8,36.2,36.7,36.0,0
31.6,25.0,53.5,21.9,0
31.3,5.0,8.8,12.4,0
52.4,41.7,9.7,27.7,1
112.6,51.1,29.5,12.5,0
113.1,58.2,18.3,22.0,0
103.6,44.5,18.1,14.4,1
62.6,43.6,39.0,11.9,1
117.3,32.8,25.8,25.8,0
25.5,12.3,51.0,18.4,0
86.3,11.9,26.9,30.4,1
74.2,36.9,37.7,13.9,0
59.7,25.7,25.1,10.6,0
88.8,31.4,16.8,17.1,0
32.1,32.1,29.3,37.3,0
106.4,41.5,43.8,25.0,1
72.8,21.0,57.3,23.3,0
18.5,55.2,4.4,23.5,0
71.6,37.4,32.8,17.1,0
47.8,18.9,38.9,36.4,0
154.9,50.7,7.0,22.7,0
27.3,24.7,50.1,22.2,0
28.2,24.9,18.0,25.9,0
97.0,59.9,52.7,12.4,1
64.5,35.2,34.1,14.7,0
62.2,57.8,10.8,18.5,0
282.1,85.3,44.9,25.9,0
115.3,53.9,11.1,12.2,0
56.2,46.3,43.8,19.6,0
